transaction_uuid,transaction_timestamp,transaction_type,source_amount,source_currency,destination_amount,destination_currency,fee_amount,fee_currency,currency_pair,exchange_rate
10befea8-ad2e-4f23-b4b8-2e3ef7cafacf,2016-04-18T13:49:14+10:00,sell,1.00000000,BTC,555.08,AUD,5.55,AUD,BTC/AUD,555.0893
21ebf79b-8e06-4e56-ba26-c3a708ace2cd,2016-04-18T13:49:54+10:00,buy,1.50,AUD,0.00264990,BTC,,,BTC/AUD,566.0586
6ccc3c04-0125-40f0-90d0-dd06f7e441f3,2016-04-18T13:50:28+10:00,buy,100.00,AUD,0.17666202,BTC,0.00353324,BTC,BTC/AUD,566.0526
811fc6dd-8770-4198-8e31-033d6c02d876,2016-04-18T13:50:41+10:00,sell,1.00000000,BTC,554.84,AUD,5.55,AUD,BTC/AUD,554.8423
daf76619-8b20-4c3c-ad2b-25cbb8dda080,2016-04-18T13:50:49+10:00,sell,1.00000000,BTC,554.84,AUD,5.55,AUD,BTC/AUD,554.8466
a2af5ed2-57e8-4795-b5d3-3193c6b75187,2016-04-22T16:08:44+10:00,sell,20.00000000,BTC,"11,606.91",AUD,116.07,AUD,BTC/AUD,580.3455
42b54727-960e-4c9e-8be5-bccaeb4f3583,2016-04-22T16:08:54+10:00,buy,"11,841.46",AUD,20.00000000,BTC,236.83,AUD,BTC/AUD,592.0729
1c7fbb77-a07f-4f2d-b6f6-44ef340113f1,2016-04-22T16:32:30+10:00,sell,0.56160000,BTC,325.54,AUD,,,BTC/AUD,579.6763
80e52db0-3815-4bf4-ba39-319beac9e8bd,2016-05-01T19:18:15+10:00,sell,1.50000000,BTC,889.08,AUD,8.89,AUD,BTC/AUD,592.7227
a7e2c3ae-6163-4b0c-9fc4-e66f812d74c0,2016-09-19T11:25:42+10:00,buy,100.00,AUD,0.08223822,BTC,0.00082238,BTC,BTC/AUD,1215.9796
9c1d5ebd-986e-4beb-8045-24a70d5792f5,2017-03-01T16:35:52+11:00,buy,100.00,AUD,0.06147176,BTC,0.00061472,BTC,BTC/AUD,1626.7632
acc39a94-e749-48e2-9a11-0834f48ebf85,2017-05-11T17:45:01+10:00,sell,0.01946395,BTC,50.00,AUD,,,BTC/AUD,2568.8519
85baad47-9f40-46ac-a5e7-d14c5819b697,2017-05-12T13:15:29+10:00,sell,0.00392613,BTC,10.00,AUD,0.00003926,BTC,BTC/AUD,2547.0379
7482cc6c-cc4d-405c-bb8a-f41376472d51,2017-06-19T10:37:18+10:00,sell,0.10000000,BTC,358.22,AUD,3.58,AUD,BTC/AUD,3582.2232
6ac25377-51e9-4304-9629-446685893550,2017-09-12T13:55:31+10:00,sell,0.01135543,BTC,50.00,USD,,,BTC/USD,4403.1821
d285353c-d748-4f1e-bc05-f5b5ed494890,2017-09-12T13:55:42+10:00,buy,10.00,EUR,0.00265147,BTC,0.00002651,BTC,BTC/EUR,3771.4917
f92bc49d-f251-4652-a1c1-d570d6c0f2a2,2017-09-12T13:57:06+10:00,buy,10.00,AUD,0.00177394,BTC,0.00001774,BTC,BTC/AUD,5637.1676
7e73a705-38fb-4d67-86eb-b7b008ae7a3a,2017-09-12T13:59:11+10:00,sell,0.00500000,BTC,18.48,EUR,0.18,EUR,BTC/EUR,3696.6135
933a8a0b-36af-46b7-acd3-d70a3a2205cf,2017-09-12T13:59:33+10:00,sell,0.00135275,BTC,5.00,EUR,0.00001353,BTC,BTC/EUR,3696.1847
a459b62f-42dd-4a1c-b333-f3b749a12082,2017-09-20T11:00:20+10:00,buy,50.00,AUD,0.00973891,BTC,0.00009739,BTC,BTC/AUD,5134.0401
83efb328-3910-48cd-82c7-f5e2ad241cd6,2017-09-25T19:03:04+10:00,buy,200.00,GBP,0.07088900,BTC,0.00070889,BTC,BTC/GBP,2821.3118
4f279149-3ce4-4132-91ff-625635b9c17b,2017-10-06T16:46:13+11:00,sell,5.00000000,BTC,"27,805.12",AUD,278.05,AUD,BTC/AUD,5561.0255
575f9662-f7c5-4a27-9e14-99d0be24a8d7,2017-10-06T18:13:05+11:00,sell,2.00000000,BTC,"11,236.51",AUD,112.37,AUD,BTC/AUD,5618.259
221588fe-5c5a-45d0-8063-1012692cdb4a,2017-10-10T18:11:01+11:00,sell,5.00000000,BTC,"30,725.53",AUD,307.26,AUD,BTC/AUD,6145.1079
0cbfe1d5-3737-49c9-a464-74c3f22088f8,2017-10-10T18:11:12+11:00,sell,2.50000000,BTC,"15,382.62",AUD,153.83,AUD,BTC/AUD,6153.049
effe1e23-15ab-428b-b5a3-682345e9a715,2017-10-13T21:35:15+11:00,sell,5.00000000,BTC,"35,474.51",AUD,354.75,AUD,BTC/AUD,7094.9032
927153f1-5626-43a8-943b-c264f21e3695,2017-10-13T21:35:25+11:00,sell,2.00000000,BTC,"14,182.75",AUD,141.83,AUD,BTC/AUD,7091.3775
115480f1-ee4f-4db4-8fab-26f732482e4a,2017-12-01T18:40:57+11:00,sell,0.01000000,BTC,133.32,AUD,1.33,AUD,BTC/AUD,13332.2039
edcf249e-c6c2-4653-bfef-d4798203fe07,2017-12-01T20:47:07+11:00,buy,100.00,AUD,0.00705116,BTC,0.00007051,BTC,BTC/AUD,14182.0467
2fa31c75-5950-4f01-a368-2050825c99fa,2017-12-01T20:47:44+11:00,buy,10.00,AUD,0.00070506,BTC,0.00000705,BTC,BTC/AUD,14183.0142
7305d6ab-5d9e-4678-b3bc-8ff1ea86c5b4,2017-12-01T20:48:28+11:00,sell,0.07193755,BTC,"1,000.00",AUD,0.00071938,BTC,BTC/AUD,13900.9476
7d5ac442-9966-4da1-8e90-f15850f38a70,2017-12-01T21:15:12+11:00,buy,100.00,AUD,0.00709649,BTC,0.00007096,BTC,BTC/AUD,14091.4562
48569b4b-add9-4138-a070-d3874d63546d,2017-12-01T21:18:48+11:00,buy,10.00,AUD,0.00070731,BTC,0.00000707,BTC,BTC/AUD,14138.0263
081c6eab-d254-4bce-97a4-fad0582f1868,2017-12-06T22:21:08+11:00,convert,0.010000000,ETH,0.00031180,BTC,,,ETH/BTC,0.03118094
df58937e-d7f0-47eb-8334-6e2fa37c3733,2017-12-06T22:59:27+11:00,buy,10.00,AUD,0.016254603,ETH,,,ETH/AUD,615.2103177
7060b419-a4c8-45e3-91e9-c521ca5854b7,2017-12-06T23:01:13+11:00,buy,10.00,AUD,32.932926,XRP,,,XRP/AUD,0.30364748
9d80dff3-a75e-4623-9c98-3263f2e87998,2017-12-06T23:14:08+11:00,sell,7.83626602,LTC,"1,000.00",AUD,,,LTC/AUD,127.6117986
fca1f9a5-e5ec-4275-a21c-ff8c160ce196,2017-12-07T08:01:54+11:00,sell,2.39891526,LTC,300.00,AUD,,,LTC/AUD,125.0565225
d67a1030-e27a-490b-b8cd-4302a0349020,2017-12-07T08:02:48+11:00,convert,0.100000000,ETH,0.43422055,LTC,,,LTC/ETH,0.23029771
650c1f24-85ce-45ad-91ec-f04343902a1b,2017-12-07T08:05:43+11:00,convert,0.02000000,LTC,0.004390979,ETH,,,LTC/ETH,0.21954895
25aad36f-f450-4da1-9850-70d6f3dc9c17,2017-12-07T23:52:38+11:00,convert,0.00290733,BTC,0.50000000,LTC,,,LTC/BTC,0.00581466
e658fea8-3569-43f4-ad19-78813d8542a2,2017-12-08T12:34:41+11:00,buy,100.00,AUD,304.483000,XRP,,,XRP/AUD,0.32842556
3d016288-ea2f-4765-8571-0222228ad398,2017-12-11T16:56:22+11:00,convert,"3,918.495298",XRP,0.05000000,BTC,,,XRP/BTC,0.00001276
913dbe28-b2e0-4e11-a59c-2bf20ff3da64,2017-12-11T16:56:39+11:00,convert,0.01000000,BTC,1.12476829,LTC,,,LTC/BTC,0.00889072
370d1b6c-60ae-499b-9792-43d78eb3f5ad,2017-12-11T17:20:40+11:00,buy,1.00,GBP,0.00007414,BTC,0.00000074,BTC,BTC/GBP,13487.6721
87dedf31-2b22-43a7-9f5c-66a767e14f6a,2017-12-11T17:42:24+11:00,convert,300.000000,XRP,0.144468000,ETH,,,XRP/ETH,0.00048156
04eba9bf-0174-457b-967c-73d47a37fd29,2017-12-11T17:51:34+11:00,convert,1.00000000,LTC,654.190603,XRP,,,LTC/XRP,654.19060386
200aed1c-6ab6-4e0c-b9c9-58f59fddb53d,2017-12-11T17:52:40+11:00,convert,0.10000000,LTC,65.345744,XRP,,,LTC/XRP,653.45744681
c0b8799d-2f11-45d9-b529-78cf52b51467,2018-01-17T11:14:16+11:00,convert,136.47852647,LTC,2.00000000,BTC,,,LTC/BTC,0.01465432
af807fd3-58ee-40d7-8335-64ea87688a50,2018-01-17T11:38:28+11:00,sell,0.38800000,BTC,"5,966.16",AUD,59.66,AUD,BTC/AUD,15376.7027
c83dbbbc-0cc1-43cc-98d0-70ffe1e48e68,2018-01-22T18:13:55+11:00,convert,100.00000000,LTC,1.47929600,BTC,,,LTC/BTC,0.01479296
b4dfefdd-1d26-4f1b-906f-b84592eac39d,2018-01-22T18:15:35+11:00,convert,68.00000000,LTC,1.00575128,BTC,,,LTC/BTC,0.01479046
f9f7604e-2408-4d71-9f4e-f19f91ba0e18,2018-01-22T18:54:54+11:00,sell,"3,914.000000",XRP,"6,609.33",AUD,,,XRP/AUD,1.68863916
beb392fd-a046-4cf5-86a8-8c78a4b9b43f,2018-01-22T18:57:59+11:00,sell,0.50000000,BTC,"7,887.74",AUD,78.88,AUD,BTC/AUD,15775.4907
c5753872-608d-4e18-9685-f8466113140b,2018-01-25T15:39:53+11:00,buy,"30,000.00",AUD,2.05349172,BTC,0.02053492,BTC,BTC/AUD,14609.2627
d50a167c-e52c-47cf-bf1c-7d60fd6a61d9,2018-01-30T18:05:34+11:00,buy,"50,000.00",AUD,3.57456456,BTC,0.03574565,BTC,BTC/AUD,13987.7177
cc968f0e-c7e8-44a8-abc0-e6095a9709b5,2018-01-30T18:07:37+11:00,convert,1.00000000,BTC,"9,058.791557",XRP,,,XRP/BTC,0.00011039
37b0bfba-996f-48ab-861b-963363cb3fc2,2018-01-30T18:07:46+11:00,convert,1.00000000,BTC,9.504942665,ETH,,,ETH/BTC,0.10520842
98c652b7-2c9e-4746-bff0-7dfd0f970c8e,2018-02-06T18:10:25+11:00,buy,"20,000.00",AUD,2.48650860,BTC,0.02486509,BTC,BTC/AUD,8043.4067
1938b1a7-15b0-4198-87a5-f7b2e9871b77,2018-02-14T17:48:54+11:00,sell,1.54000000,BTC,"17,318.04",AUD,173.18,AUD,BTC/AUD,11245.4838
7e153467-257d-4222-ab53-5440d744e149,2018-02-14T20:46:52+11:00,sell,0.18000000,BTC,"2,019.33",AUD,20.19,AUD,BTC/AUD,11218.5204
957b56f8-d65a-4f0e-a098-a8d27dc5d054,2018-03-07T20:34:20+11:00,convert,0.10000000,BTC,5.44467475,LTC,,,LTC/BTC,0.01836657
5994d45b-3274-49aa-9777-21bc76219000,2018-04-03T18:00:42+10:00,buy,"15,000.00",AUD,1.09480777,BTC,0.01094808,BTC,BTC/AUD,13701.0353
470fab76-cc89-46ad-85b2-9f3f0428d8fe,2018-04-03T18:04:18+10:00,buy,"25,000.00",AUD,1.82467962,BTC,0.01824680,BTC,BTC/AUD,13701.0353
e8a66085-9b51-4c47-b648-0270641c1428,2018-04-20T17:34:48+10:00,convert,"1,666.000000",XRP,0.16523388,BTC,,,XRP/BTC,0.00009918
ff3f34b7-5e49-4b06-af7a-e911456bd03b,2018-04-20T17:35:18+10:00,convert,"1,666.000000",XRP,0.16508394,BTC,,,XRP/BTC,0.00009909
3f1d5f81-a8c4-4b0d-a9dd-bd26ac729815,2018-04-20T17:35:48+10:00,convert,"1,666.000000",XRP,0.16506728,BTC,,,XRP/BTC,0.00009908
59f570fd-d16f-4a67-b5a5-3697fcca8023,2018-04-23T14:00:32+10:00,buy,"100,000.00",AUD,8.52274226,BTC,0.08522742,BTC,BTC/AUD,11733.3127
c5c2ef47-0675-41f0-94e0-5b0794801c27,2018-04-23T14:01:30+10:00,buy,"100,000.00",AUD,8.52274226,BTC,0.08522742,BTC,BTC/AUD,11733.3127
875d4460-bb4f-4ae2-9473-4a5f30267122,2018-04-23T14:01:40+10:00,buy,"100,000.00",AUD,8.52274226,BTC,0.08522742,BTC,BTC/AUD,11733.3127
c1e1f0bf-b64e-4ae2-a99f-d024de766996,2018-04-23T14:01:45+10:00,buy,"100,000.00",AUD,118.040013730,ETH,,,ETH/AUD,847.17035215
4df3b5e1-37dd-4386-98f7-6855bd17520f,2018-04-23T14:01:50+10:00,buy,"100,000.00",AUD,"88,696.624566",XRP,,,XRP/AUD,1.12743862
9472e591-5a5f-4885-8a56-73d50e1f0660,2018-04-23T14:01:55+10:00,buy,"100,000.00",AUD,507.00029451,LTC,,,LTC/AUD,197.2385442
1db14122-7c99-48fb-836b-9a69f0c6ea97,2018-04-23T14:02:03+10:00,buy,"100,000.00",AUD,8.52274226,BTC,0.08522742,BTC,BTC/AUD,11733.3127
d801d61c-8f8e-4c26-bf22-fbd64c3e2996,2018-04-23T14:02:32+10:00,buy,"200,000.00",AUD,17.04548452,BTC,0.17045485,BTC,BTC/AUD,11733.3127
cbff67b9-6d77-4796-a283-79d062971846,2018-04-26T20:57:57+10:00,buy,"240,000.00",AUD,20.45458142,BTC,0.20454581,BTC,BTC/AUD,11733.3127
06f66f4b-b137-4b60-bb2a-880006930df2,2018-05-25T16:51:32+10:00,buy,"5,000.00",AUD,6.065968230,ETH,,,ETH/AUD,824.2707199
459ef362-e95f-4023-ba2e-f41c3005ff4b,2018-05-25T16:52:13+10:00,sell,6.000000000,ETH,"4,704.19",AUD,,,ETH/AUD,784.03327859
4008b027-3b93-45ac-a67d-880954efde6e,2018-05-25T16:53:06+10:00,sell,0.200000000,ETH,155.62,AUD,,,ETH/AUD,778.10861895
f9412970-a97a-40d1-8965-719ffced53d7,2018-05-25T16:56:32+10:00,sell,1.00000000,LTC,154.05,AUD,,,LTC/AUD,154.05809901
17e83d6e-29d1-4e87-9e0d-7aaa318bb924,2018-06-12T21:32:01+10:00,sell,1.00000000,BTC,"8,939.47",AUD,89.39,AUD,BTC/AUD,8939.47
90d1bfe9-c0d7-40ea-8c48-f3d69077a7dc,2018-06-12T21:32:37+10:00,buy,10.00,AUD,0.00111869,BTC,0.00001119,BTC,BTC/AUD,8939.0
4cd39792-3d46-47a5-b164-340bf8c53527,2018-06-12T21:33:00+10:00,buy,"8,955.59",AUD,1.00000000,BTC,89.56,AUD,BTC/AUD,8955.59
25b8baaa-6fad-4e9e-a1de-65a8c5a6db9b,2018-06-12T21:34:26+10:00,buy,"17,974.64",AUD,2.00000000,BTC,179.75,AUD,BTC/AUD,8987.32
3bfc0553-d695-4b3c-9781-86088c1971cb,2018-06-12T21:35:15+10:00,sell,3.00000000,BTC,"26,866.22",AUD,268.66,AUD,BTC/AUD,8955.40666667
e1e6609d-d34d-456d-aac9-a8377ec07a8f,2018-06-12T21:36:32+10:00,buy,"1,000.00",AUD,0.11166945,BTC,0.00111669,BTC,BTC/AUD,8955.0
4d690c42-62ec-42b0-980d-1e64ef767bc7,2018-08-13T15:25:48+10:00,sell,0.00434783,ZEC,1.00,AUD,,,ZEC/AUD,230.0
98ba10a7-4d5e-461c-9b80-e16fd8a778c3,2018-08-13T15:36:27+10:00,buy,10.00,AUD,0.04255319,ZEC,,,ZEC/AUD,235.0
a4b0245c-461a-4fc6-b2c1-028db2c2f7c8,2018-08-13T15:36:46+10:00,buy,0.55,AUD,0.00230000,ZEC,,,ZEC/AUD,235.0
8854a5bc-a541-4542-9dbd-0b004a3161a1,2018-08-13T15:37:02+10:00,buy,13.49,AUD,0.05740000,ZEC,,,ZEC/AUD,235.0
a63a7cd1-40d0-49d4-85ab-27591d02f2b0,2018-08-13T15:37:14+10:00,buy,235.00,AUD,1.00000000,ZEC,,,ZEC/AUD,235.0
fedafa65-ddf8-49c8-a417-a68483b58c24,2018-08-13T15:39:13+10:00,buy,"2,361.75",AUD,10.00000000,ZEC,,,ZEC/AUD,236.175
0f103f1a-5137-4588-8ee1-78e1c87e62e0,2018-08-13T15:39:25+10:00,buy,"4,735.56",AUD,20.00000000,ZEC,,,ZEC/AUD,236.778
2cfd612b-a92b-4cf4-ab26-31710e7d9249,2018-10-29T17:15:41+11:00,sell,0.20000000,BTC,"1,816.48",AUD,18.16,AUD,BTC/AUD,9082.4
2c287743-4334-4895-ac38-5505c3cf9376,2018-10-30T12:45:29+11:00,convert,0.10000000,BTC,3.010234798,ETH,,,ETH/BTC,0.03322
e30f37b1-0001-4efb-9248-5c8c0a315187,2018-11-05T12:10:14+11:00,buy,11.00,AUD,0.00123498,BTC,0.00001235,BTC,BTC/AUD,8907.0
64f27e8f-17a2-44f0-8e04-a7a461524c45,2018-11-12T16:44:19+11:00,buy,"40,000.00",AUD,4.51724885,BTC,0.04517249,BTC,BTC/AUD,8854.94718042
7906a93a-b4da-42b6-8d80-6e580b74d6db,2018-11-12T16:47:40+11:00,buy,"44,318.01",AUD,5.00000000,BTC,443.18,AUD,BTC/AUD,8863.602
b3c6d59a-6862-42f1-b23a-c118d41876bc,2018-11-12T16:47:55+11:00,buy,"53,275.76",AUD,6.00000000,BTC,532.76,AUD,BTC/AUD,8879.29333333
70ed8760-bf7e-41a2-8cbc-9b8c82982474,2018-11-12T16:48:01+11:00,buy,"44,243.22",AUD,5.00000000,BTC,442.43,AUD,BTC/AUD,8848.644
741e123d-78ba-4e91-b551-2c4cdfe27d0e,2018-12-16T22:38:38+11:00,sell,0.00002440,BTC,0.11,AUD,,,BTC/AUD,4510.0
f3638b62-bc81-4c43-8940-8548bc97ba12,2018-12-16T22:42:11+11:00,sell,0.00001772,BTC,0.08,AUD,,,BTC/AUD,4515.0
f762604e-c0c5-4502-905b-bb5890b5ae6f,2019-02-27T15:02:29+11:00,sell,0.00189556,BTC,10.00,AUD,,,BTC/AUD,5275.49
eb7279ec-9c77-4906-bc44-2d508fde1007,2019-02-27T15:04:25+11:00,convert,0.01000000,BTC,0.251713856,ETH,,,ETH/BTC,0.03972765
f1eaa9df-ee2d-4eb4-92dd-a04113e72a1e,2019-03-24T16:56:47+11:00,buy,"1,750.00",AUD,0.30988656,BTC,0.00309887,BTC,BTC/AUD,5647.22778509
4ff4de41-4c41-419a-83f3-c812303c876b,2019-04-12T14:59:02+10:00,sell,1.00000000,BTC,"6,997.64",AUD,69.98,AUD,BTC/AUD,6997.64595
ec32d0fa-ad53-4b0d-8912-77a560e90988,2019-05-20T15:07:59+10:00,sell,0.00100000,BTC,11.55,AUD,,,BTC/AUD,11551.95
e9d26c9c-539b-4659-8698-018568d3dd0c,2019-07-02T11:57:42+10:00,sell,0.01000000,BTC,145.86,AUD,1.46,AUD,BTC/AUD,14586.7
f79fe2c1-b5a7-4423-b225-a904d2369815,2019-08-02T15:57:17+10:00,sell,0.046636897,ETH,10.00,AUD,,,ETH/AUD,214.4225
3839f34f-b44f-441b-b935-366878080810,2019-08-02T15:57:45+10:00,buy,225.93,AUD,1.000000000,ETH,,,ETH/AUD,225.924
54b590c4-4d87-450b-9964-b479a965b46c,2019-08-02T15:58:21+10:00,buy,225.93,AUD,1.000000000,ETH,,,ETH/AUD,225.924
9415fb0d-b1b5-4df3-b120-c6a1d011a835,2019-08-08T18:39:08+10:00,buy,10.00,AUD,0.00058530,BTC,0.00000585,BTC,BTC/AUD,17085.0
43967f94-c7a8-4702-9c6c-a377fd13c588,2019-08-12T15:51:41+10:00,buy,1.00,AUD,0.00005894,BTC,0.00000059,BTC,BTC/AUD,16964.4
9c330381-2f38-4e67-b375-f02f3b9aa654,2019-08-12T15:51:54+10:00,sell,0.00005969,BTC,1.00,AUD,0.00000060,BTC,BTC/AUD,16755.8
d69bb094-d2b1-4111-a04f-c2cbc633bed2,2019-08-12T15:52:27+10:00,sell,0.00059681,BTC,10.00,AUD,,,BTC/AUD,16755.8
282b57c8-f553-4b5f-bb89-0b7e5b2a41a1,2019-08-12T15:55:04+10:00,buy,10.00,AUD,0.00058981,BTC,0.00000590,BTC,BTC/AUD,16954.35
7f2d1386-f257-4702-ab75-3273e9bfb317,2019-08-12T15:55:14+10:00,buy,10.00,AUD,0.00058946,BTC,0.00000589,BTC,BTC/AUD,16964.4
500c1642-88f7-438a-971e-65e1f97b3cf1,2019-08-12T15:55:20+10:00,buy,10.00,AUD,0.00058946,BTC,0.00000589,BTC,BTC/AUD,16964.4
177978fb-c533-4370-ab6c-4a4c8c72809b,2019-08-12T16:29:10+10:00,buy,1.00,AUD,0.00567288,ZEC,,,ZEC/AUD,176.277
4629cb8e-f23f-4c2f-9f3d-5dd9740a36f7,2019-08-12T16:30:25+10:00,buy,1.00,AUD,0.00005940,BTC,0.00000059,BTC,BTC/AUD,16833.75
9b8cfd10-9c40-4079-9ec1-2dee9d03f15b,2019-08-12T16:34:26+10:00,buy,1.00,AUD,0.00005926,BTC,0.00000059,BTC,BTC/AUD,16873.95
daabf57b-beb5-479f-ad1a-c4febcae62ed,2019-08-20T09:25:22+10:00,sell,0.00154895,BTC,25.00,AUD,,,BTC/AUD,16140.0
c207b2a7-122c-4bd0-aaae-dee5b21ba72f,2019-08-22T09:15:15+10:00,buy,1.00,AUD,0.00006724,BTC,0.00000067,BTC,BTC/AUD,14870.0
6d4ec1c0-ad87-4202-b64d-2bdc67ad4e9b,2019-08-22T09:15:37+10:00,sell,0.01000000,BTC,148.30,AUD,1.48,AUD,BTC/AUD,14830.0
32b6bb81-3593-46d5-b162-bc50ffe574b4,2019-08-22T09:18:46+10:00,sell,0.05000000,BTC,740.50,AUD,7.40,AUD,BTC/AUD,14810.0
c2ec27f7-0dc1-493f-a6cd-98bdb182af46,2019-08-22T13:49:47+10:00,sell,0.01000000,BTC,145.80,AUD,1.46,AUD,BTC/AUD,14580.0
3f6ce823-a632-48d1-b742-13dd4d48a5b2,2019-08-23T13:04:58+10:00,sell,0.01000000,BTC,149.48,AUD,1.49,AUD,BTC/AUD,14948.0
a2f416f1-c1d9-4861-bb4c-539f59c0b8be,2019-08-23T13:06:22+10:00,sell,0.10000000,BTC,"1,490.46",AUD,14.90,AUD,BTC/AUD,14904.6
b4d676ee-0051-4221-8800-0f1bfad25887,2019-08-23T17:16:51+10:00,buy,"3,022.75",AUD,0.20000000,BTC,30.23,AUD,BTC/AUD,15113.75
79df3370-0d35-4c49-98d9-eb55fce6eb4f,2019-08-29T00:17:26+10:00,buy,500.00,AUD,0.03308528,BTC,0.00033085,BTC,BTC/AUD,15112.45692842
bc02e00c-d202-4344-a99c-fc57da5e7b93,2019-08-29T00:17:32+10:00,buy,500.00,AUD,0.03306878,BTC,0.00033069,BTC,BTC/AUD,15120.0
657a0fb6-5cc6-4f65-a733-65b19062cc15,2019-08-29T00:17:42+10:00,buy,500.00,AUD,0.03304824,BTC,0.00033048,BTC,BTC/AUD,15129.39651645
2fba3d2e-87f0-4d2e-a7e3-b49134429873,2019-08-29T00:17:51+10:00,sell,0.03310011,BTC,500.00,AUD,0.00033100,BTC,BTC/AUD,15105.69057232
7a876983-756e-4cad-9825-35d21041ce89,2019-08-29T00:18:10+10:00,sell,0.00331346,BTC,50.00,AUD,0.00003313,BTC,BTC/AUD,15090.0
e104cb40-bc5c-4512-b477-03cc6493051f,2019-08-29T00:22:59+10:00,convert,0.01000000,BTC,0.252972426,ETH,,,ETH/BTC,0.03953
9f8c6d82-6d17-460b-98e8-460404e7a2fd,2019-08-29T18:05:21+10:00,buy,0.10,AUD,0.00000712,BTC,0.00000007,BTC,BTC/AUD,14030.0
f41d4a1b-fa44-4b5b-aa94-fa8cfa339cea,2019-08-29T20:37:55+10:00,convert,1.000000000,ETH,0.03900000,BTC,,,ETH/BTC,0.039
3b68a078-c515-47a3-89e8-8fccb1d80e9e,2019-08-29T20:38:09+10:00,convert,1.00000000,BTC,25.291413995,ETH,,,ETH/BTC,0.03953911
a6e8c1f0-fa43-46ae-a8f7-fa938d31ad8f,2019-08-29T20:38:26+10:00,buy,10.00,AUD,0.00071275,BTC,0.00000713,BTC,BTC/AUD,14030.0
55111009-8956-487f-bea4-4a3f3db848db,2019-08-29T20:40:18+10:00,convert,1.00000000,BTC,"11,111.111111",XRP,,,XRP/BTC,0.00009
c7fc02e8-0154-48ec-89db-82230429a4df,2019-08-30T20:08:44+10:00,sell,0.10000000,BTC,"1,423.59",AUD,14.24,AUD,BTC/AUD,14235.9
5450aeb9-3def-4e5a-9725-2bb22e26f7fc,2019-08-30T20:09:11+10:00,sell,0.20000000,BTC,"2,842.72",AUD,28.43,AUD,BTC/AUD,14213.6
8d572dc8-adb5-4e12-933b-c61552146b1f,2019-08-30T20:09:28+10:00,buy,0.20,AUD,0.00001407,BTC,0.00000014,BTC,BTC/AUD,14210.0
04e0d766-8f63-4c4b-9966-609864410c92,2019-08-30T20:10:24+10:00,buy,100.00,AUD,0.00702247,BTC,0.00007022,BTC,BTC/AUD,14240.0
058d7d03-b32e-47a1-95a1-24f27769bcc9,2019-09-01T21:35:03+10:00,buy,1.00,AUD,0.00007007,BTC,0.00000070,BTC,BTC/AUD,14270.0
c97f2d18-f4f3-441b-a8c0-8f367e414163,2019-09-01T21:35:35+10:00,buy,100.00,AUD,0.00700770,BTC,0.00007008,BTC,BTC/AUD,14270.0
d2f79afe-495a-4665-aaaa-b8d7404c1bb9,2019-09-03T16:21:55+10:00,sell,0.01000000,BTC,154.53,AUD,1.55,AUD,BTC/AUD,15453.0
4517bf9e-a050-4dae-b0a2-f671cd6a768b,2019-09-04T07:48:08+10:00,buy,555.00,AUD,0.03501570,BTC,0.00035016,BTC,BTC/AUD,15850.02954834
a9aa973e-bb38-455f-bc7d-5b130c453ccf,2019-09-04T18:05:56+10:00,sell,0.100000000,ETH,21.55,AUD,,,ETH/AUD,215.5
e7cb171f-aa7e-454e-83ef-20d5925748b3,2019-09-04T18:06:11+10:00,buy,312.20,AUD,0.02000000,BTC,3.12,AUD,BTC/AUD,15610.0
a0384cb9-f719-4c92-a505-ccc1b4aa0889,2019-09-04T18:06:28+10:00,convert,0.20000000,BTC,5.058168942,ETH,,,ETH/BTC,0.03954
781c1453-3741-4e32-88e5-dac2a2e03138,2019-09-04T20:41:25+10:00,buy,50.00,AUD,0.00322372,BTC,0.00003224,BTC,BTC/AUD,15510.0
5af7a783-0b14-44ba-8314-a3ece807ec33,2019-09-05T12:13:39+10:00,buy,"1,552.52",AUD,0.10000000,BTC,,,BTC/AUD,15525.2
931163f0-dfcf-47cb-aad9-4cf31d920a47,2019-09-13T18:12:35+10:00,buy,100.00,AUD,292.030274,XRP,,,XRP/AUD,0.34243025
fd5c7774-3804-49e1-aba7-fcab5a6c7c06,2019-09-13T18:13:24+10:00,buy,100.00,AUD,0.00667556,BTC,,,BTC/AUD,14980.0
8762486c-6ec0-4b73-a2bf-20f51087af06,2019-09-13T18:14:20+10:00,convert,1.00000000,BTC,25.290844714,ETH,,,ETH/BTC,0.03954
b3ef7938-8da8-46df-ba5a-d41908800f66,2019-09-13T18:26:52+10:00,buy,20.00,AUD,0.20833333,LTC,,,LTC/AUD,96.0
fe281765-8fa7-4389-b6bf-173d2804d82d,2019-09-25T17:01:34+10:00,buy,1.00,AUD,0.00007974,BTC,,,BTC/AUD,12540.0
08147904-bc08-4a16-8df5-a92cd8831c90,2019-10-11T10:32:03+11:00,buy,100.00,AUD,67.613252,USDC,,,USDC/AUD,1.479
fe67d34c-3c8f-4549-badb-6ec312f538ae,2019-10-11T10:34:46+11:00,convert,100.000000,XRP,27.083008,USDC,,,XRP/USDC,0.27083008
8b86ead4-8ada-4871-994e-b85a3681dda8,2019-10-11T10:36:04+11:00,buy,"1,000.00",AUD,676.132521,USDC,,,USDC/AUD,1.479
21d285f3-713f-4f5d-8754-93499731a333,2019-10-11T10:38:13+11:00,convert,"3,166.561115",XRP,0.10000000,BTC,,,XRP/BTC,0.00003158
